fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,city,naics,sic,at,capx,dpact,ppegt,ppent,sale
KOR,A,HIST_STD,INDL,C,313354,2017-12-31,MCNEX CO LTD,Incheon,334413,3674,387796.9010,60273.5600,74214.5560,226167.8910,151953.3350,668465.0440
KOR,A,HIST_STD,INDL,C,313354,2018-12-31,MCNEX CO LTD,Incheon,334413,3674,391053.6090,47302.5920,108432.1760,269391.9260,160959.7500,696954.0480
KOR,A,HIST_STD,INDL,C,313354,2019-12-31,MCNEX CO LTD,Incheon,334413,3674,476580.8740,105196.4650,153801.3900,375702.6740,221901.2840,1267712.1350
KOR,A,HIST_STD,INDL,C,313354,2020-12-31,MCNEX CO LTD,Incheon,334413,3674,453396.2480,44060.1920,198384.2330,396585.3160,198201.0830,1311342.7380
KOR,A,HIST_STD,INDL,C,313354,2021-12-31,MCNEX CO LTD,Incheon,334413,3674,525527.5880,38877.3690,265725.0690,464632.1560,198907.0870,1009273.6400
KOR,A,HIST_STD,INDL,C,313354,2022-12-31,MCNEX CO LTD,Incheon,334413,3674,538890.0110,115502.5770,312277.2030,546577.9530,234300.7500,1108637.9500
KOR,A,HIST_STD,INDL,C,313354,2023-12-31,MCNEX CO LTD,Incheon,334413,3674,535697.4700,34836.6810,353679.4420,570850.1300,217170.6880,932490.1110
KOR,I,HIST_STD,INDL,C,313372,2012-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,682227.2190,712.1430,269963.2650,878187.7860,608224.5210,401375.6270
KOR,I,HIST_STD,INDL,C,313372,2013-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,785727.1850,2888.3750,302542.5810,1007594.7250,705052.1440,475737.1390
KOR,I,HIST_STD,INDL,C,313372,2014-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,887193.3370,12623.5750,317341.1630,1090093.7430,772752.5800,570015.2310
KOR,I,HIST_STD,INDL,C,313372,2015-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,1033758.1370,35047.1510,357303.8070,1247713.6070,890409.8000,632145.8820
KOR,I,HIST_STD,INDL,C,313372,2016-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,1157648.5060,6630.8040,412579.2010,1386181.0200,973601.8190,647644.4440
KOR,I,HIST_STD,INDL,C,313372,2017-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,1216524.9110,19698.2870,457890.2530,1511378.7910,1053488.5380,636765.2660
KOR,I,HIST_STD,INDL,C,313372,2018-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,1173209.2510,6524.0700,507388.5990,1527871.6040,1020483.0050,652521.8220
KOR,I,HIST_STD,INDL,C,313372,2019-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,1645170.5440,1995.4590,581690.7050,1782457.8100,1200767.1050,640883.3990
KOR,I,HIST_STD,INDL,C,313372,2020-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,2227147.6620,4021.9310,520312.4530,1974758.7790,1454446.3260,863467.6910
KOR,I,HIST_STD,INDL,C,313372,2021-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,2860204.4760,11777.5270,589047.0810,2349983.2870,1760936.2060,1036879.9950
KOR,I,HIST_STD,INDL,C,313372,2022-12-31,SK RENT A CAR CO LTD,Seoul,5321,7510,3341970.5190,22343.8450,703353.7320,3002364.2820,2299010.5500,1246513.4870
KOR,A,HIST_STD,INDL,C,313397,2012-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,110797.7460,27089.7480,7843.2870,51798.7610,43955.4740,132053.1170
KOR,A,HIST_STD,INDL,C,313397,2013-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,179139.0150,51254.2280,16240.1750,105703.6730,89463.4980,230467.4510
KOR,A,HIST_STD,INDL,C,313397,2014-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,195819.5360,22443.9550,27461.0970,125350.1840,97889.0870,189046.4760
KOR,A,HIST_STD,INDL,C,313397,2015-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,197152.9380,18291.6940,39790.4580,131187.7340,91397.2760,90289.3600
KOR,A,HIST_STD,INDL,C,313397,2016-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,80697.5840,1186.8130,44414.7960,85837.4600,41422.6640,39674.5110
KOR,A,HIST_STD,INDL,C,313397,2017-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,83933.9670,2194.8780,44850.0670,76806.5740,31956.5070,35770.2220
KOR,A,HIST_STD,INDL,C,313397,2018-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,79356.7250,16744.3160,36645.0350,71670.8860,35025.8510,61102.2460
KOR,A,HIST_STD,INDL,C,313397,2019-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,84721.7610,8600.5530,38016.7910,74703.5980,36686.8070,52623.0270
KOR,A,HIST_STD,INDL,C,313397,2020-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,80922.4500,8077.9000,33888.7990,70943.1000,37054.3010,56967.0830
KOR,A,HIST_STD,INDL,C,313397,2021-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,108386.8580,4365.5990,38177.3520,62377.8570,24200.5050,51482.0230
KOR,A,HIST_STD,INDL,C,313397,2022-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,97688.5630,1723.5330,42534.6110,61754.8690,19220.2580,50851.6270
KOR,A,HIST_STD,INDL,C,313397,2023-12-31,FUTURECORE CO LTD,Hwaseong-si,334413,3674,88313.6930,3455.1520,43676.4470,60083.4550,16407.0080,48310.2860
KOR,A,HIST_STD,INDL,C,313607,2012-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,463816.8290,16685.2350,118123.2320,240154.0860,122030.8540,413887.9820
KOR,A,HIST_STD,INDL,C,313607,2013-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,410696.2120,11373.1330,126304.6500,247877.7510,121573.1010,1176144.4920
KOR,A,HIST_STD,INDL,C,313607,2014-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,397608.8440,6829.2650,134062.3990,252861.2400,118798.8410,1161070.4760
KOR,A,HIST_STD,INDL,C,313607,2015-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,332693.3200,3938.7770,142400.9240,256773.4920,114372.5680,912104.9060
KOR,A,HIST_STD,INDL,C,313607,2016-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,408400.3680,5084.3480,149459.1030,259694.9270,110235.8240,867743.1460
KOR,A,HIST_STD,INDL,C,313607,2017-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,457845.1320,14076.6900,151476.8330,263320.8890,111844.0560,959818.4850
KOR,A,HIST_STD,INDL,C,313607,2018-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,498468.4980,35972.5690,158555.6030,294117.0710,135561.4680,1031357.7490
KOR,A,HIST_STD,INDL,C,313607,2019-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,492826.3410,8924.8160,165930.1460,298296.0560,132365.9100,1017022.1780
KOR,A,HIST_STD,INDL,C,313607,2020-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,532149.6720,54551.6390,175771.6250,351920.9420,176149.3170,908851.8850
KOR,A,HIST_STD,INDL,C,313607,2021-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,1244966.4600,36761.7600,357475.7150,866172.5630,508696.8480,1570089.7880
KOR,A,HIST_STD,INDL,C,313607,2022-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,1234083.7230,55416.2750,384769.5600,936460.2410,551690.6810,2176436.8830
KOR,A,HIST_STD,INDL,C,313607,2023-12-31,AEKYUNGCHEMICAL CO LTD,Seoul,3251,2860,1308360.6530,80262.3410,412155.0880,1009592.3680,597437.2800,1793735.8430
KOR,I,HIST_STD,INDL,C,313639,2016-12-31,MODA INC,Seoul,334220,3663,223205.4490,1003.0660,,,12346.2540,93948.1910
KOR,I,HIST_STD,INDL,C,313639,2017-12-31,MODA INC,Seoul,334220,3663,385010.0910,2353.7590,,,13086.7370,118523.4200
KOR,I,HIST_STD,INDL,C,313639,2018-12-31,MODA INC,Seoul,334220,3663,229972.0450,1704.9470,,,11909.6600,109679.1440
KOR,I,HIST_STD,INDL,C,313639,2019-12-31,MODA INC,Seoul,334220,3663,149967.2060,966.8620,,,9639.8470,71413.4760
KOR,A,HIST_STD,INDL,C,313652,2012-12-31,KOYJ CO LTD,Chungju-si,3261,3080,45898.8910,4264.1330,5636.9240,26928.5500,21291.6260,35504.2790
KOR,A,HIST_STD,INDL,C,313652,2013-12-31,KOYJ CO LTD,Chungju-si,3261,3080,59114.0750,10020.8550,7901.5800,36664.3020,28762.7220,24137.5130
KOR,A,HIST_STD,INDL,C,313652,2014-12-31,KOYJ CO LTD,Chungju-si,3261,3080,57527.9780,7760.6870,9239.8080,41966.6650,32726.8570,27864.3550
KOR,A,HIST_STD,INDL,C,313652,2015-12-31,KOYJ CO LTD,Chungju-si,3261,3080,58006.9870,3656.8270,11952.0470,44854.1690,32902.1220,26005.0340
KOR,A,HIST_STD,INDL,C,313652,2016-12-31,KOYJ CO LTD,Chungju-si,3261,3080,54923.9920,5096.5190,13267.5940,36593.8640,23326.2700,31440.8080
KOR,A,HIST_STD,INDL,C,313652,2017-12-31,KOYJ CO LTD,Chungju-si,3261,3080,45676.1710,938.9750,14111.3390,35458.8290,21347.4900,26389.8260
KOR,A,HIST_STD,INDL,C,313652,2018-12-31,KOYJ CO LTD,Chungju-si,3261,3080,46448.3490,5765.4270,15779.7530,40403.9760,24624.2230,19147.4940
KOR,A,HIST_STD,INDL,C,313652,2019-12-31,KOYJ CO LTD,Chungju-si,3261,3080,41096.5830,2287.6760,16840.1040,39093.0360,22252.9320,35464.0860
KOR,A,HIST_STD,INDL,C,313652,2020-12-31,KOYJ CO LTD,Chungju-si,3261,3080,40470.4540,155.5340,18555.7470,39294.5910,20738.8440,36952.7400
KOR,A,HIST_STD,INDL,C,313652,2021-12-31,KOYJ CO LTD,Chungju-si,3261,3080,26403.7720,674.6850,21219.5620,37697.8580,16478.2960,16187.1260
KOR,A,HIST_STD,INDL,C,313652,2022-12-31,KOYJ CO LTD,Chungju-si,3261,3080,40516.6100,702.7100,17831.0840,32996.8740,15165.7900,9702.6660
KOR,A,HIST_STD,INDL,C,313652,2023-12-31,KOYJ CO LTD,Chungju-si,3261,3080,33651.1830,3482.8690,16914.8190,34574.8830,17660.0640,16392.5940
KOR,A,HIST_STD,INDL,C,313697,2012-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,7182454.4440,207041.8320,2714615.2170,6286205.8790,3571590.6620,2317223.4040
KOR,A,HIST_STD,INDL,C,313697,2013-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,7776713.3910,383983.9880,3053671.2160,6551649.1160,3497977.9000,7069237.6530
KOR,A,HIST_STD,INDL,C,313697,2014-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,8320082.1690,936641.3930,3583093.2730,7603446.4970,4020353.2240,6680847.7010
KOR,A,HIST_STD,INDL,C,313697,2015-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,9496138.1320,863028.9790,3639768.8600,8133735.8050,4493966.9450,6428172.5020
KOR,A,HIST_STD,INDL,C,313697,2016-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,9621973.2390,722705.8870,4026268.9510,8725521.5970,4699252.6460,6621762.2920
KOR,A,HIST_STD,INDL,C,313697,2017-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,9518786.1510,472292.6990,4377931.7780,8695302.1360,4317370.3580,6812857.9820
KOR,A,HIST_STD,INDL,C,313697,2018-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,9796442.2470,323635.8310,4829519.4200,9054746.0520,4225226.6320,6795088.8160
KOR,A,HIST_STD,INDL,C,313697,2019-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,10164607.9030,272210.8980,5334267.7000,9439768.3750,4105500.6750,6883268.5770
KOR,A,HIST_STD,INDL,C,313697,2020-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,10658547.8890,312176.5100,5717032.7410,9618639.9300,3901607.1890,6453071.7850
KOR,A,HIST_STD,INDL,C,313697,2021-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,11703918.1230,327532.0650,6467679.3550,10301765.6320,3834086.2770,7141136.8280
KOR,A,HIST_STD,INDL,C,313697,2022-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,12581364.1590,294810.7540,6804982.2490,10492459.6480,3687477.3990,8394203.0370
KOR,A,HIST_STD,INDL,C,313697,2023-12-31,HANKOOK TIRE & TECHNOLOGY CO,Seongnam,326211,3011,12763305.6880,420124.5070,6882023.1160,10596285.5990,3714262.4830,8939621.4760
KOR,A,HIST_STD,INDL,C,313859,2013-03-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,230013.6730,5325.9500,37996.5850,114200.1820,76203.5970,177779.1590
KOR,A,HIST_STD,INDL,C,313859,2013-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,294944.6640,18053.1180,41985.0760,132124.4860,90139.4100,282228.6830
KOR,A,HIST_STD,INDL,C,313859,2014-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,336375.6780,37450.6400,48095.9340,169500.4760,121404.5420,461252.6600
KOR,A,HIST_STD,INDL,C,313859,2015-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,344296.2730,33447.7160,56643.4130,202488.8690,145845.4560,535846.0820
KOR,A,HIST_STD,INDL,C,313859,2016-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,492928.1080,44817.9780,67135.8890,252081.1380,184945.2490,667469.1940
KOR,A,HIST_STD,INDL,C,313859,2017-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,668548.5540,68644.3510,84819.4330,321026.4370,236207.0040,821615.9700
KOR,A,HIST_STD,INDL,C,313859,2018-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,2186418.0820,79202.7080,277036.5080,698307.4310,421270.9230,1357865.2650
KOR,A,HIST_STD,INDL,C,313859,2019-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,2400309.4590,73683.7990,304563.2680,771507.7420,466944.4740,1540720.6290
KOR,A,HIST_STD,INDL,C,313859,2020-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,2489599.4170,119175.4840,283458.8360,756154.8330,472695.9970,1322081.3180
KOR,A,HIST_STD,INDL,C,313859,2021-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,2606037.3520,40123.6840,303508.5680,749031.4120,445522.8440,1586332.7100
KOR,A,HIST_STD,INDL,C,313859,2022-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,2933309.4790,37782.8990,481776.3570,1090622.7820,608846.4250,1865731.5230
KOR,A,HIST_STD,INDL,C,313859,2023-12-31,KOREA KOLMAR CO LTD,Sejong City,3256,2840,3009429.3780,106834.4400,531091.1190,1191468.9720,660377.8530,2155675.9270
KOR,A,HIST_STD,INDL,C,313984,2012-12-31,AVATEC CO LTD,Daegu,3344,3670,98093.2290,15857.0800,21835.0510,75167.8660,53332.8150,86272.5950
KOR,A,HIST_STD,INDL,C,313984,2013-12-31,AVATEC CO LTD,Daegu,3344,3670,113209.8820,22678.0320,29350.5230,98721.3450,69370.8220,106206.6490
KOR,A,HIST_STD,INDL,C,313984,2014-12-31,AVATEC CO LTD,Daegu,3344,3670,132094.3100,13894.8980,39833.5330,111556.8950,71723.3620,120928.1750
KOR,A,HIST_STD,INDL,C,313984,2015-12-31,AVATEC CO LTD,Daegu,3344,3670,129537.7530,6016.6940,52305.9100,114347.4050,62041.4950,76001.3610
KOR,A,HIST_STD,INDL,C,313984,2016-12-31,AVATEC CO LTD,Daegu,3344,3670,130366.3810,5761.8050,58998.4990,115708.7630,56710.2640,78863.7640
KOR,A,HIST_STD,INDL,C,313984,2017-12-31,AVATEC CO LTD,Daegu,3344,3670,150213.5830,1477.7270,68845.1570,116835.9340,47990.7770,95628.7800
KOR,A,HIST_STD,INDL,C,313984,2019-12-31,AVATEC CO LTD,Daegu,3344,3670,144778.5030,27733.0600,80499.6780,145056.0340,64556.3560,75410.5260
KOR,A,HIST_STD,INDL,C,314036,2012-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1555958.1110,188577.4170,753916.3100,1381649.5410,627733.2310,890993.4600
KOR,A,HIST_STD,INDL,C,314036,2013-12-31,LG HELLOVISION CORP,Seoul,516210,4841,2080517.8050,231405.7190,1020381.4820,1798257.2250,777875.7430,1160226.5810
KOR,A,HIST_STD,INDL,C,314036,2014-12-31,LG HELLOVISION CORP,Seoul,516210,4841,2170450.1430,226565.6750,993904.1850,1775898.5630,781994.3780,1270375.7270
KOR,A,HIST_STD,INDL,C,314036,2018-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1935138.6620,178516.7480,1076263.5060,1773466.5730,697203.0670,1178041.2580
KOR,A,HIST_STD,INDL,C,314036,2019-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1790671.3780,104580.1820,1167375.5660,1832060.8090,664685.2430,1112180.4590
KOR,A,HIST_STD,INDL,C,314036,2020-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1472721.4560,104702.5080,1247732.9660,1841905.7330,594172.7670,1057934.6960
KOR,A,HIST_STD,INDL,C,314036,2021-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1488116.0320,88621.6770,1316502.8350,1855011.0680,538508.2330,1080132.2810
KOR,A,HIST_STD,INDL,C,314036,2022-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1428013.4370,79000.9530,1385429.8510,1880673.7250,495243.8740,1167867.9980
KOR,A,HIST_STD,INDL,C,314036,2023-12-31,LG HELLOVISION CORP,Seoul,516210,4841,1319446.2060,92197.3600,1433218.6770,1908509.5260,475290.8490,1190257.4490
KOR,A,HIST_STD,INDL,C,314078,2015-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,248608.7740,6298.6150,56050.4890,168170.5850,112120.0960,254375.3880
KOR,A,HIST_STD,INDL,C,314078,2016-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,276868.6290,7238.7180,57982.1470,173898.2490,115916.1020,234447.6150
KOR,A,HIST_STD,INDL,C,314078,2017-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,271591.0390,13320.7910,61093.4790,186431.1740,125337.6950,259785.0160
KOR,A,HIST_STD,INDL,C,314078,2018-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,284848.7970,4764.3750,62620.9150,187276.8850,124655.9700,262958.9040
KOR,A,HIST_STD,INDL,C,314078,2019-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,281409.7090,4687.6310,67636.5900,191866.1120,124229.5220,261909.9730
KOR,A,HIST_STD,INDL,C,314078,2020-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,275779.2460,3268.1910,64949.2780,187580.8890,122631.6110,243181.8020
KOR,A,HIST_STD,INDL,C,314078,2021-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,313829.2420,2449.2430,73818.8520,209519.6110,135700.7590,277512.5330
KOR,A,HIST_STD,INDL,C,314078,2022-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,381228.4020,4177.8270,77497.4650,213140.9730,135643.5080,390439.8500
KOR,A,HIST_STD,INDL,C,314078,2023-12-31,DRB INDUSTRIAL CO LTD,Busan,3262,3060,374040.8330,5095.6280,79764.8820,214992.9360,135228.0540,357776.4060
KOR,A,HIST_STD,INDL,C,314079,2013-12-31,YMC CO LTD,Asan-si,3344,3670,50810.1960,2231.2190,5676.2790,23402.0620,17725.7830,47001.6880
KOR,A,HIST_STD,INDL,C,314079,2014-12-31,YMC CO LTD,Asan-si,3344,3670,51601.8860,6412.7110,8232.8260,30091.7820,21858.9560,47214.0790
KOR,A,HIST_STD,INDL,C,314079,2015-12-31,YMC CO LTD,Asan-si,3344,3670,54815.3290,2454.7200,10763.5160,32564.2380,21800.7220,53135.8610
KOR,A,HIST_STD,INDL,C,314079,2016-12-31,YMC CO LTD,Asan-si,3344,3670,97680.8460,12622.6050,13117.3580,44705.6160,31588.2580,122808.1090
KOR,A,HIST_STD,INDL,C,314079,2017-12-31,YMC CO LTD,Asan-si,3344,3670,228610.7360,5915.0270,13529.7450,49512.6460,35982.9010,154022.5660
KOR,A,HIST_STD,INDL,C,314079,2018-12-31,YMC CO LTD,Asan-si,3344,3670,181113.0060,7476.0310,17824.4330,56576.6790,38752.2460,240874.9830
KOR,A,HIST_STD,INDL,C,314079,2019-12-31,YMC CO LTD,Asan-si,3344,3670,132327.4930,5179.4240,18080.7300,55473.4380,37392.7080,167066.1280
KOR,A,HIST_STD,INDL,C,314079,2020-12-31,YMC CO LTD,Asan-si,3344,3670,115873.7040,5358.1880,22086.6330,60033.5370,37946.9040,145800.6360
KOR,A,HIST_STD,INDL,C,314079,2021-12-31,YMC CO LTD,Asan-si,3344,3670,123474.5330,7971.7330,25828.0350,67708.4020,41880.3670,179111.1790
KOR,A,HIST_STD,INDL,C,314079,2022-12-31,YMC CO LTD,Asan-si,3344,3670,142084.3270,11855.8200,29338.7710,77302.8350,47964.0640,235381.3560
KOR,A,HIST_STD,INDL,C,314079,2023-12-31,YMC CO LTD,Asan-si,3344,3670,169036.3540,29229.3800,32253.1230,100060.1100,67806.9870,204633.2010
KOR,A,HIST_STD,INDL,C,314106,2012-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,354106.7510,23233.8670,77985.3790,233123.6320,155138.2530,436611.6640
KOR,A,HIST_STD,INDL,C,314106,2013-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,377984.9650,24729.2300,91327.4270,261233.6110,169906.1840,462808.8780
KOR,A,HIST_STD,INDL,C,314106,2014-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,430817.6390,61243.7880,106184.0360,313805.6950,207621.6590,459426.4670
KOR,A,HIST_STD,INDL,C,314106,2015-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,459399.9940,36665.3160,126955.0780,348397.6650,221442.5870,467536.8900
KOR,A,HIST_STD,INDL,C,314106,2016-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,466333.8730,34078.2620,147638.8030,372162.2640,224523.4610,495119.0710
KOR,A,HIST_STD,INDL,C,314106,2017-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,468879.2900,26436.2010,169489.1750,390484.6130,220995.4380,466838.9140
KOR,A,HIST_STD,INDL,C,314106,2018-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,475197.8070,36432.6480,189761.7420,418061.5480,228299.8060,457196.8690
KOR,A,HIST_STD,INDL,C,314106,2019-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,486911.6600,41091.0070,212135.4380,439994.2600,227858.8220,477535.1100
KOR,A,HIST_STD,INDL,C,314106,2020-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,488507.7760,24014.1160,228532.8410,447939.7290,219406.8880,445770.4290
KOR,A,HIST_STD,INDL,C,314106,2021-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,522463.8250,25472.8630,252532.8470,472032.5550,219499.7080,531332.1810
KOR,A,HIST_STD,INDL,C,314106,2022-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,550819.6030,23144.4570,249125.7750,465720.3370,216594.5620,610506.1100
KOR,A,HIST_STD,INDL,C,314106,2023-12-31,GMB KOREA CORP,Changwon-Si,3363,3714,579056.0690,33069.9070,269089.0040,490272.1090,221183.1050,690905.7930
KOR,A,HIST_STD,INDL,C,314142,2012-12-31,DGENX CO LTD,Siheung-si,3363,3714,78779.9910,4699.5930,17277.8670,53088.5320,35810.6650,104960.4830
KOR,A,HIST_STD,INDL,C,314142,2013-12-31,DGENX CO LTD,Siheung-si,3363,3714,80844.9450,3363.8650,20066.4310,55881.4410,35815.0100,79935.0960
KOR,A,HIST_STD,INDL,C,314142,2014-12-31,DGENX CO LTD,Siheung-si,3363,3714,92969.1200,3719.0420,21636.4120,57580.7450,35944.3330,66294.2070
KOR,A,HIST_STD,INDL,C,314142,2015-12-31,DGENX CO LTD,Siheung-si,3363,3714,96349.4900,4476.1890,22499.5720,58975.8870,36476.3150,103246.0960
KOR,A,HIST_STD,INDL,C,314142,2016-12-31,DGENX CO LTD,Siheung-si,3363,3714,101471.9620,9625.7810,25018.7960,64780.2120,39761.4160,119949.3210
KOR,A,HIST_STD,INDL,C,314142,2017-12-31,DGENX CO LTD,Siheung-si,3363,3714,93967.2410,7070.3960,26837.7300,68940.3820,42102.6520,107691.2380
KOR,A,HIST_STD,INDL,C,314142,2018-12-31,DGENX CO LTD,Siheung-si,3363,3714,78396.2440,3167.8190,28878.7730,62841.2090,33962.4360,95045.4210
KOR,A,HIST_STD,INDL,C,314142,2019-12-31,DGENX CO LTD,Siheung-si,3363,3714,79054.2940,2199.4280,31630.9830,63244.7580,31613.7750,79328.5400
KOR,A,HIST_STD,INDL,C,314142,2020-12-31,DGENX CO LTD,Siheung-si,3363,3714,65191.2690,351.6150,27889.4360,44622.2300,16732.7940,81865.0060
KOR,A,HIST_STD,INDL,C,314142,2021-12-31,DGENX CO LTD,Siheung-si,3363,3714,64735.2200,684.0810,28150.0140,43772.9420,15622.9280,69804.9890
KOR,A,HIST_STD,INDL,C,314142,2022-12-31,DGENX CO LTD,Siheung-si,3363,3714,55522.7800,1470.1280,30108.3630,44418.3960,14310.0330,64951.9170
KOR,A,HIST_STD,INDL,C,314142,2023-12-31,DGENX CO LTD,Siheung-si,3363,3714,60691.9550,1008.7260,28748.2410,43299.8320,14551.5910,86034.3240
KOR,A,HIST_STD,INDL,C,314154,2015-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,67161.2050,433.6780,14739.3700,28734.5790,13995.2090,53211.1250
KOR,A,HIST_STD,INDL,C,314154,2016-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,65777.2730,952.2170,16622.6680,29563.5520,12940.8840,42224.4030
KOR,A,HIST_STD,INDL,C,314154,2017-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,61415.6780,1822.7100,18687.2490,31361.5510,12674.3020,41059.2150
KOR,A,HIST_STD,INDL,C,314154,2018-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,80290.4580,3185.6110,20701.5130,34256.5350,13555.0220,55853.8810
KOR,A,HIST_STD,INDL,C,314154,2019-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,76027.8990,1379.4930,20921.5070,32839.2910,11917.7840,115364.6390
KOR,A,HIST_STD,INDL,C,314154,2020-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,61765.9390,1826.1850,21992.3740,31634.8900,9642.5160,110895.0200
KOR,A,HIST_STD,INDL,C,314154,2021-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,62026.6750,726.7690,22011.5840,31288.9500,9277.3660,107379.8200
KOR,A,HIST_STD,INDL,C,314154,2022-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,60975.0310,2600.4920,22114.7800,33485.1910,11370.4110,99006.5950
KOR,A,HIST_STD,INDL,C,314154,2023-12-31,WOORIRO CO LTD,Gwangju-si,334220,3663,60190.4400,1736.9700,23086.2030,33952.7690,10866.5660,54609.8200
KOR,A,HIST_STD,INDL,C,314564,2015-12-31,ECOGLOW CO LTD,Paju-Si,325620,2844,61946.5640,1007.6180,8833.3930,39768.3840,30934.9910,20996.8680
